Course,DayOfWeek,TimeSlot,AttendanceRate
IoT,Monday,10:00,93.38420513806113
OOP,Thursday,10:00,96.19122859062615
MFA,Thursday,12:00,81.83581235338835
DBMS,Thursday,10:00,91.80032256522662
DBMS,Monday,13:00,91.41951200025832
DS,Monday,09:00,87.48159242040455
OOP,Friday,09:00,87.23382382984713
MFA,Monday,10:00,85.50884334836714
DBMS,Monday,10:00,98.49832072065671
IoT,Monday,10:00,95.85114345466974
OOP,Friday,09:00,98.11789086848958
DS,Tuesday,09:00,98.85673894874006
DBMS,Friday,10:00,80.15038134445123
IoT,Friday,09:00,82.6447673785186
OOP,Wednesday,12:00,97.52391068091764
DS,Friday,09:00,76.78924640940956
IoT,Tuesday,10:00,78.34969253335225
DS,Wednesday,10:00,88.85401207070375
DS,Tuesday,13:00,96.69553925915912
DS,Monday,10:00,83.52146907548308
DS,Thursday,10:00,80.53221459774468
OOP,Friday,13:00,77.10359498094182
OOP,Wednesday,12:00,76.24107132627104
OOP,Friday,10:00,84.86050602942511
IoT,Monday,12:00,91.82416548662925
IoT,Wednesday,11:00,83.41505508282756
MFA,Wednesday,12:00,73.29579463104702
OOP,Monday,09:00,83.65215265809485
DS,Tuesday,11:00,87.04417621695028
IoT,Friday,13:00,94.52084630686053
MFA,Monday,12:00,73.79228603345857
DS,Thursday,10:00,78.01924417685483
OOP,Wednesday,13:00,87.4498561627762
DS,Tuesday,09:00,88.01007205608973
DBMS,Monday,09:00,87.4867597890258
DBMS,Wednesday,12:00,97.73543475597148
DBMS,Wednesday,13:00,80.14667755518728
DBMS,Thursday,13:00,99.56673245929616
IoT,Wednesday,10:00,84.79764151454202
OOP,Thursday,09:00,78.42200409007494
IoT,Wednesday,09:00,78.8490729415168
DS,Thursday,12:00,93.83415263805425
MFA,Monday,09:00,91.71955522779646
MFA,Thursday,10:00,72.62583680307667
DS,Thursday,09:00,90.29934178688636
DS,Thursday,13:00,72.48726927765583
OOP,Thursday,12:00,98.61567654927987
IoT,Thursday,09:00,72.23284047223981
IoT,Tuesday,11:00,82.86811066949736
OOP,Monday,11:00,79.10023092233239
OOP,Tuesday,12:00,77.66305676390213
DBMS,Tuesday,10:00,90.83711270142713
MFA,Monday,12:00,99.77781202109337
DS,Thursday,09:00,77.8171809134021
IoT,Wednesday,09:00,70.86470470079907
OOP,Tuesday,09:00,87.31369588633434
IoT,Tuesday,13:00,74.45174583540232
DS,Friday,11:00,93.77444889118792
OOP,Wednesday,12:00,89.9733884592847
DS,Thursday,09:00,87.23479579406974
DS,Wednesday,12:00,75.47822265405163
IoT,Friday,12:00,81.87732574088184
DS,Friday,10:00,94.04890785666463
IoT,Friday,11:00,93.78711529051331
DS,Wednesday,09:00,74.1657990118619
OOP,Wednesday,11:00,96.2743756032638
IoT,Tuesday,09:00,89.2781351994151
OOP,Tuesday,11:00,83.98251376083975
OOP,Monday,11:00,75.95927448822934
MFA,Wednesday,11:00,87.37075870511931
IoT,Wednesday,11:00,92.8098313643135
MFA,Friday,13:00,73.59303279793536
OOP,Friday,11:00,79.24621333430997
DBMS,Friday,13:00,89.61415997401502
OOP,Friday,09:00,97.01763507466094
MFA,Monday,11:00,80.4060989157888
MFA,Tuesday,09:00,86.91701736349009
OOP,Tuesday,09:00,84.9312690190863
DS,Wednesday,10:00,73.40256333503191
MFA,Tuesday,11:00,95.16932444392575
DS,Tuesday,13:00,99.81920971085168
OOP,Friday,10:00,74.10968995481909
IoT,Wednesday,12:00,73.94764915322112
IoT,Monday,12:00,87.59984548410355
MFA,Wednesday,10:00,94.5754211663149
OOP,Monday,12:00,93.20731525701792
OOP,Wednesday,13:00,78.70975560713217
MFA,Monday,12:00,71.11323381395151
DBMS,Monday,12:00,84.62210629993636
DBMS,Friday,12:00,96.74449522860645
MFA,Tuesday,13:00,88.71511700886484
OOP,Tuesday,13:00,72.78548116112711
IoT,Friday,12:00,94.75521256110756
DS,Wednesday,13:00,70.375370866822
IoT,Wednesday,10:00,93.09673792412065
IoT,Friday,13:00,76.00467076181802
DS,Monday,09:00,74.86577795506791
DBMS,Thursday,10:00,92.74053751129554
DS,Tuesday,12:00,97.99305196679848
MFA,Monday,10:00,70.7398563429948
DS,Tuesday,11:00,93.2342344949779
DBMS,Wednesday,12:00,96.70770384128178
DS,Thursday,09:00,92.84928171218715
DS,Thursday,11:00,88.62911517129712
DS,Monday,12:00,78.76204772261632
IoT,Wednesday,11:00,78.08018260281767
DS,Tuesday,09:00,91.8034671015711
OOP,Wednesday,13:00,86.39433723524319
IoT,Monday,11:00,81.66382395553467
OOP,Monday,13:00,70.36431954744808
DS,Tuesday,09:00,98.01318615049139
IoT,Monday,10:00,74.12223917373953
DBMS,Monday,11:00,83.56162315957937
IoT,Thursday,12:00,79.66956816031191
MFA,Tuesday,13:00,88.99229587981807
OOP,Monday,12:00,81.83264364604982
DBMS,Tuesday,09:00,79.44069825474506
MFA,Thursday,10:00,80.98556569645984
IoT,Thursday,13:00,70.60451697929753
IoT,Tuesday,11:00,91.73673402531337
DBMS,Tuesday,10:00,89.94861634334717
DBMS,Monday,09:00,79.37057985534433
OOP,Wednesday,11:00,90.98654348189339
DBMS,Friday,13:00,80.12347526039227
IoT,Wednesday,11:00,72.56867907349877
DS,Tuesday,10:00,97.76113360783808
DS,Tuesday,09:00,83.2961213816408
MFA,Tuesday,12:00,78.31578297264934
MFA,Thursday,10:00,79.9581195794827
IoT,Monday,13:00,92.88057225411225
IoT,Monday,12:00,73.22930205169524
IoT,Friday,09:00,98.25804072884002
DS,Friday,09:00,85.54655375275848
OOP,Wednesday,09:00,71.35315596034806
DBMS,Wednesday,11:00,78.73283765612145
IoT,Monday,12:00,93.78292836129218
OOP,Friday,13:00,83.28352505499144
IoT,Monday,13:00,90.79928200067025
MFA,Wednesday,09:00,87.17346346677243
OOP,Friday,10:00,85.87409654875644
MFA,Thursday,13:00,70.0807394186675
OOP,Monday,09:00,79.90218714012587
DBMS,Friday,10:00,70.88186352388892
IoT,Tuesday,13:00,99.8404037969921
IoT,Monday,12:00,87.08899426432345
MFA,Tuesday,09:00,85.29160458179516
MFA,Wednesday,11:00,88.04879749660982
IoT,Monday,09:00,77.42275025949014
DS,Tuesday,11:00,74.42518847819868
OOP,Wednesday,09:00,87.19618072329146
OOP,Tuesday,11:00,92.94229785196569
DS,Friday,09:00,76.84081911736263
MFA,Friday,13:00,83.31205216993278
OOP,Wednesday,09:00,73.71891189441035
MFA,Thursday,12:00,70.37264030003698
MFA,Monday,12:00,70.64668092798314
MFA,Wednesday,10:00,74.38865060413715
MFA,Thursday,10:00,71.06308765314559
MFA,Tuesday,09:00,78.18620052767132
DBMS,Thursday,09:00,89.32150318951625
IoT,Monday,11:00,83.20360856811519
MFA,Tuesday,12:00,70.23062000255433
MFA,Friday,13:00,84.64349122984862
DBMS,Tuesday,12:00,87.88919862062485
DS,Thursday,11:00,79.28348302916233
DS,Monday,12:00,78.53338994675948
DBMS,Wednesday,12:00,83.08577437590083
IoT,Thursday,11:00,74.09116127323664
OOP,Tuesday,10:00,72.17089736806327
DBMS,Tuesday,09:00,85.48192054326437
OOP,Wednesday,10:00,75.90818756194145
MFA,Friday,09:00,86.29991250655479
MFA,Tuesday,10:00,84.13652366408448
DS,Thursday,13:00,72.26540866797403
DBMS,Wednesday,12:00,87.21989249569614
MFA,Tuesday,13:00,84.2164382301058
OOP,Wednesday,13:00,83.88801306650998
DBMS,Monday,12:00,99.72476559718206
MFA,Monday,10:00,88.03843358989245
DS,Friday,12:00,73.65800383273307
DBMS,Wednesday,12:00,84.3190809664479
OOP,Monday,09:00,74.2016973488013
MFA,Tuesday,12:00,83.02190398536715
DS,Tuesday,12:00,95.74446893575158
IoT,Monday,11:00,84.60721647492684
DBMS,Wednesday,11:00,71.59821737287673
IoT,Thursday,13:00,73.27500262006936
MFA,Tuesday,13:00,86.75096906591536
DS,Friday,11:00,83.4370715907221
DS,Thursday,10:00,93.63218951935166
DBMS,Wednesday,09:00,78.17254038083686
DS,Tuesday,09:00,88.27893601048191
MFA,Tuesday,09:00,95.36408167719576
DS,Monday,10:00,81.6404509631351
IoT,Friday,11:00,74.6658478695696
DS,Wednesday,11:00,79.53995160196176
DBMS,Friday,12:00,92.75305351081803
MFA,Monday,10:00,73.96293138105942
MFA,Wednesday,09:00,93.4158733389896
MFA,Thursday,13:00,75.09285806903463
IoT,Monday,13:00,79.16849482407738
OOP,Friday,13:00,71.66761119805483
IoT,Monday,12:00,91.53545613263242
DBMS,Monday,09:00,74.15814248002049
OOP,Wednesday,11:00,77.60423349836661
IoT,Tuesday,12:00,99.38440808849899
MFA,Friday,10:00,77.59838595549715
IoT,Friday,10:00,97.72891552592928
IoT,Wednesday,12:00,94.266693353227
OOP,Thursday,09:00,73.59460755212713
MFA,Tuesday,09:00,85.89138124159153
OOP,Tuesday,10:00,95.67019458473007
MFA,Thursday,13:00,80.35493772103848
IoT,Friday,12:00,91.52881477964849
IoT,Friday,09:00,85.5757150766989
MFA,Friday,10:00,84.93566204379351
DS,Friday,12:00,80.20752551316001
OOP,Wednesday,10:00,86.53936614517288
IoT,Wednesday,09:00,92.63046289703716
MFA,Wednesday,09:00,84.9837514644176
OOP,Thursday,09:00,76.29721412914613
OOP,Friday,10:00,91.63467152281879
DBMS,Friday,12:00,77.05786999114464
MFA,Wednesday,13:00,98.35179962680482
OOP,Thursday,12:00,86.31160859022246
MFA,Tuesday,12:00,91.52098533194098
OOP,Monday,09:00,76.75377728287668
DBMS,Wednesday,10:00,88.0790366227371
DBMS,Thursday,12:00,86.01192121564445
IoT,Tuesday,13:00,70.10599190891014
MFA,Thursday,10:00,72.77229138207379
DBMS,Monday,10:00,73.68794041835113
DBMS,Wednesday,11:00,96.0872454076078
DS,Monday,11:00,76.43318033496115
IoT,Wednesday,09:00,70.46409635142666
DS,Tuesday,11:00,91.32875603542273
DS,Friday,09:00,72.94375806164564
DBMS,Tuesday,09:00,76.49539380557489
MFA,Thursday,11:00,86.63319056123369
MFA,Thursday,12:00,98.84931060565684
DS,Friday,13:00,87.47972807731504
DS,Tuesday,09:00,79.42753420255926
DBMS,Monday,11:00,82.55706447510804
IoT,Monday,10:00,87.70914439659873
DS,Friday,10:00,95.15705633848746
IoT,Wednesday,12:00,83.33689146898578
MFA,Thursday,13:00,80.72095489949434
MFA,Thursday,11:00,74.4643184519089
MFA,Tuesday,10:00,70.53824373318996
OOP,Wednesday,11:00,95.50603453029974
IoT,Thursday,09:00,83.14637725294976
DS,Monday,10:00,75.65140231544264
MFA,Tuesday,10:00,76.65997617625351
DBMS,Wednesday,12:00,74.608895431008
MFA,Wednesday,10:00,85.8846035844794
MFA,Wednesday,09:00,98.28683691959651
DS,Wednesday,10:00,83.34121774210088
DBMS,Monday,10:00,95.6126373282997
DS,Wednesday,11:00,72.8484812241763
OOP,Friday,11:00,93.95999060085734
DBMS,Wednesday,12:00,83.98427196500569
DBMS,Tuesday,11:00,86.44142618751144
DS,Wednesday,13:00,70.96277574292236
IoT,Monday,09:00,80.82600678752132
DS,Friday,10:00,89.50785903296439
IoT,Thursday,11:00,82.43832027958061
MFA,Monday,11:00,94.74975130517947
MFA,Monday,12:00,92.2277307774949
DBMS,Monday,12:00,70.4326545525897
IoT,Thursday,11:00,92.6985939286039
IoT,Friday,09:00,85.63065248018384
OOP,Wednesday,13:00,81.80720358151488
DS,Monday,13:00,70.54490452981234
DS,Monday,10:00,75.53859277813783
OOP,Tuesday,09:00,92.72722514674626
DS,Monday,10:00,83.90492532151245
OOP,Monday,13:00,93.6190459993166
OOP,Tuesday,09:00,78.74095820726566
MFA,Thursday,09:00,82.46245128201087
MFA,Thursday,11:00,73.14376597183144
DBMS,Friday,12:00,99.63198753262881
MFA,Tuesday,09:00,76.21108952239578
IoT,Thursday,09:00,82.38083103716173
OOP,Wednesday,13:00,95.36282133499138
OOP,Friday,11:00,96.23587307770386
MFA,Tuesday,13:00,87.09768962510819
DS,Thursday,10:00,88.32883688878732
OOP,Monday,12:00,72.62862147156132
MFA,Friday,11:00,76.60453985218054
IoT,Monday,13:00,72.93186528188639
DS,Monday,13:00,88.40986920917128
MFA,Thursday,09:00,85.9816512730338
OOP,Thursday,10:00,82.97942770698512
IoT,Friday,11:00,99.12774922046508
MFA,Wednesday,11:00,97.8965349701989
DS,Monday,10:00,71.76717973927765
IoT,Wednesday,11:00,85.69627977031104
DBMS,Monday,10:00,72.81357317054336
IoT,Monday,11:00,73.2063665179603
DS,Thursday,09:00,70.65976709687511
IoT,Thursday,09:00,77.7910152329886
IoT,Wednesday,11:00,98.19529637653002
IoT,Thursday,09:00,82.47677037651238
IoT,Friday,11:00,86.62871609440401
DS,Thursday,10:00,96.62158667509591
DS,Thursday,09:00,80.91093498015853
DBMS,Tuesday,12:00,84.06406484548735
OOP,Friday,09:00,88.29881565878536
MFA,Thursday,12:00,78.98374216068152
DBMS,Monday,13:00,77.51014993338065
IoT,Monday,12:00,99.41153616688574
OOP,Friday,13:00,96.49619211427944
DBMS,Wednesday,09:00,74.86661543664167
OOP,Wednesday,13:00,83.61775090208654
MFA,Thursday,09:00,72.50143259124917
DS,Thursday,10:00,71.3337483587826
MFA,Friday,11:00,80.94227748609985
OOP,Tuesday,11:00,83.84767772730177
OOP,Friday,10:00,91.45340483863697
OOP,Monday,10:00,80.13677635664591
MFA,Wednesday,12:00,92.2854026317955
DS,Monday,12:00,99.07091898460138
DBMS,Friday,09:00,85.56677059014922
MFA,Tuesday,09:00,98.76254159632461
OOP,Monday,13:00,95.68154783108258
OOP,Tuesday,09:00,70.12778230586737
MFA,Tuesday,12:00,84.10480433979458
DS,Thursday,09:00,72.98599850718617
DBMS,Wednesday,12:00,70.50001669776836
DS,Monday,11:00,94.15329559985395
OOP,Thursday,13:00,86.18305274707674
DBMS,Monday,13:00,73.86062021042302
DBMS,Tuesday,13:00,87.40813233285958
IoT,Monday,13:00,80.06577842986422
DBMS,Tuesday,10:00,70.20875285778948
DBMS,Tuesday,09:00,89.50569960650792
DBMS,Thursday,09:00,87.74581584744422
OOP,Friday,13:00,70.44872576929103
DBMS,Thursday,10:00,70.74354672925686
OOP,Tuesday,09:00,90.34332245053005
DBMS,Tuesday,13:00,80.20239392441971
MFA,Friday,09:00,89.96960264422697
OOP,Friday,13:00,79.0752555675297
DS,Tuesday,10:00,70.86726495000285
OOP,Friday,13:00,93.16333271555276
MFA,Tuesday,10:00,80.92187742675742
OOP,Tuesday,13:00,80.25086111457861
OOP,Friday,11:00,73.79582584069031
OOP,Friday,11:00,80.80706388437402
OOP,Wednesday,12:00,70.87922968070926
DBMS,Tuesday,11:00,85.62497574490877
MFA,Monday,13:00,74.24891810714024
MFA,Monday,12:00,82.88657991799518
OOP,Wednesday,12:00,89.19355027307235
MFA,Monday,10:00,75.6826347371297
IoT,Monday,09:00,78.04513942271936
DS,Thursday,13:00,77.69069967952682
DS,Tuesday,09:00,74.17612789333918
MFA,Wednesday,13:00,75.32999420307863
OOP,Friday,10:00,91.15167024821051
IoT,Tuesday,09:00,75.37505973656417
DS,Monday,09:00,80.29649957913539
IoT,Monday,10:00,93.8461636632957
DS,Tuesday,11:00,83.90262938298369
DBMS,Tuesday,09:00,91.22280732937763
OOP,Wednesday,10:00,73.12723162344139
MFA,Monday,09:00,77.54587314572431
IoT,Thursday,11:00,94.15418187868819
DBMS,Wednesday,12:00,71.487741392369
DBMS,Tuesday,09:00,76.7792836761785
DS,Wednesday,11:00,76.13014110441978
OOP,Wednesday,09:00,78.56159906438138
DS,Tuesday,12:00,92.76913251421291
DS,Friday,10:00,94.7139933397955
DS,Wednesday,10:00,97.59709194090948
DS,Friday,10:00,90.87999837601126
IoT,Tuesday,11:00,75.34795412209317
DBMS,Wednesday,13:00,98.55339150673309
OOP,Wednesday,11:00,72.84486312034964
MFA,Monday,10:00,90.41354226684047
IoT,Thursday,09:00,80.99058572242292
OOP,Monday,11:00,75.92474981720913
IoT,Friday,13:00,95.74945944887156
MFA,Friday,12:00,77.38030333474063
DBMS,Monday,11:00,77.20702364660144
DS,Monday,09:00,76.2073616407242
DBMS,Monday,10:00,73.74043628344529
IoT,Tuesday,10:00,72.55653885098516
IoT,Thursday,11:00,72.9020067408036
IoT,Friday,09:00,84.35919104909075
DS,Monday,10:00,86.3854164679049
OOP,Friday,12:00,76.82445564454855
IoT,Monday,10:00,98.72769262634239
MFA,Friday,11:00,98.09927679490505
OOP,Wednesday,13:00,81.82878247161871
OOP,Wednesday,10:00,85.9445732665839
DS,Thursday,09:00,77.51935428042313
MFA,Tuesday,12:00,97.17481266883617
MFA,Friday,12:00,97.7129617667799
MFA,Thursday,10:00,72.10776361497159
IoT,Wednesday,11:00,76.97665084622926
DBMS,Wednesday,11:00,82.13739279797619
DS,Thursday,12:00,73.0185776702409
DS,Wednesday,11:00,94.5557530736475
MFA,Friday,12:00,85.73009043279205
DS,Thursday,11:00,82.2121989820328
DS,Monday,09:00,99.22233145015664
DS,Wednesday,12:00,80.69967832905049
IoT,Tuesday,10:00,98.34329573991745
MFA,Friday,09:00,81.99878804364359
IoT,Thursday,12:00,80.44201197268416
OOP,Wednesday,12:00,93.33782767492917
MFA,Thursday,11:00,84.98185355222353
IoT,Tuesday,11:00,74.74906375605313
DBMS,Monday,12:00,87.17962689103929
OOP,Friday,11:00,71.51103495948182
MFA,Thursday,13:00,97.21991016788981
IoT,Friday,12:00,80.99966824759318
IoT,Monday,09:00,79.54390115496318
MFA,Tuesday,10:00,83.24607913082698
DS,Thursday,10:00,94.41478785629945
IoT,Tuesday,11:00,92.36600190547753
OOP,Thursday,13:00,89.64148007064804
MFA,Thursday,13:00,75.2605538501428
MFA,Friday,13:00,71.14986041049106
IoT,Thursday,12:00,78.06519436093797
IoT,Wednesday,09:00,88.83687342840992
DBMS,Monday,10:00,92.63249827540359
MFA,Tuesday,10:00,77.55528875400049
IoT,Friday,09:00,88.57716473947409
DBMS,Friday,12:00,90.60882782893073
OOP,Wednesday,11:00,94.9254448689855
DS,Thursday,09:00,74.81356890189386
OOP,Thursday,13:00,79.33981297433178
MFA,Friday,12:00,97.27694033889067
OOP,Thursday,09:00,80.97673124711466
OOP,Tuesday,12:00,79.46811559845115
MFA,Friday,09:00,94.20117631571203
IoT,Friday,10:00,83.08431821767648
IoT,Thursday,11:00,74.47479273348993
DS,Monday,12:00,87.81681778439132
OOP,Friday,10:00,79.4922772281512
MFA,Monday,10:00,86.76551595507844
OOP,Friday,13:00,91.39708109790826
OOP,Friday,09:00,91.96727903814376
IoT,Monday,09:00,92.69852975868427
DS,Friday,09:00,97.93357076978867
DS,Friday,09:00,94.84520858220952
IoT,Friday,09:00,98.17218901464818
IoT,Thursday,09:00,99.19060198394028
DBMS,Tuesday,09:00,86.13062661411716
DBMS,Wednesday,11:00,79.15610861414386
DBMS,Wednesday,12:00,94.37707936083976
OOP,Thursday,11:00,86.67132729008158
MFA,Monday,13:00,73.26651264849782
MFA,Friday,09:00,83.41639272983323
DS,Wednesday,10:00,99.58069212155124
DBMS,Thursday,09:00,97.43043186347829
MFA,Friday,11:00,95.56989333250912
MFA,Thursday,11:00,91.24047409968236
MFA,Tuesday,09:00,86.93656350472237
DBMS,Tuesday,09:00,75.65933636212166
DS,Monday,10:00,80.95179224372256
OOP,Monday,12:00,81.30201467090298
MFA,Wednesday,09:00,96.7896564028012
IoT,Tuesday,10:00,88.99062953241702
DS,Friday,12:00,82.19585538245671
DS,Thursday,13:00,99.64941264619836
DS,Wednesday,10:00,88.35723637715135
DBMS,Monday,11:00,81.65305253873436
DS,Monday,12:00,84.57865353351434
MFA,Friday,13:00,79.74391753217537
MFA,Friday,10:00,93.80293643742405
OOP,Monday,11:00,79.33367081360359
MFA,Tuesday,11:00,78.10820014055062
DS,Friday,12:00,70.9940946144992
DS,Thursday,10:00,84.04268735753493
DS,Tuesday,11:00,75.78884346852183
IoT,Thursday,12:00,80.56506170649175
DS,Thursday,10:00,94.80287528779695
DS,Friday,09:00,94.24720352531797
DS,Monday,13:00,81.18183555718754
DS,Wednesday,12:00,81.044461888037
IoT,Monday,12:00,92.1725738186667
IoT,Tuesday,11:00,84.21799967984145
DS,Friday,11:00,84.7365795273969
MFA,Friday,09:00,88.78680589297456
DBMS,Thursday,10:00,81.72749931872205
MFA,Thursday,13:00,89.80008580568415
DBMS,Thursday,11:00,82.97346355636284
OOP,Tuesday,09:00,77.5609479014709
OOP,Friday,12:00,92.76712037250367
DS,Friday,12:00,83.15538497661869
OOP,Friday,13:00,99.05969453998088
MFA,Tuesday,10:00,80.60138977247357
IoT,Monday,11:00,82.65053839280937
IoT,Monday,13:00,70.47848743202977
IoT,Friday,12:00,72.00306833865476
DS,Friday,09:00,79.91156219351687
IoT,Friday,10:00,71.6696220646137
IoT,Wednesday,12:00,76.60747603895457
IoT,Wednesday,10:00,75.92706514195059
DBMS,Thursday,09:00,78.53087028644941
DBMS,Friday,09:00,84.47062731694783
IoT,Wednesday,13:00,82.61457751148453
DS,Wednesday,12:00,79.26227271018637
DS,Tuesday,10:00,70.20044701776341
OOP,Thursday,11:00,76.29872500767979
DBMS,Wednesday,11:00,84.86617763431994
DBMS,Friday,09:00,76.08333884449239
MFA,Wednesday,12:00,82.90615107900025
DS,Wednesday,09:00,82.45890885585283
OOP,Monday,13:00,79.72724621050573
IoT,Tuesday,11:00,88.89981430042444
DBMS,Thursday,10:00,94.25803661038213
DBMS,Monday,12:00,99.25213914908369
OOP,Wednesday,13:00,79.70729869954238
IoT,Wednesday,10:00,89.37171903739323
DBMS,Thursday,13:00,82.18566814460073
DBMS,Tuesday,12:00,92.49976212859013
IoT,Wednesday,10:00,80.94506787741646
MFA,Thursday,09:00,79.9038422257579
IoT,Monday,09:00,74.45414352141442
DS,Friday,13:00,76.58923667417737
DBMS,Friday,10:00,81.43506116246817
DS,Monday,13:00,80.73620149768735
OOP,Tuesday,13:00,98.51320547937284
IoT,Thursday,09:00,71.66732772839651
DBMS,Wednesday,09:00,75.54865602019714
DS,Monday,09:00,78.73965140034382
MFA,Monday,13:00,80.39023217733765
MFA,Wednesday,10:00,97.52755905219942
MFA,Friday,12:00,81.87565677275698
DBMS,Tuesday,11:00,87.4494261931178
MFA,Tuesday,12:00,77.74689396981876
IoT,Thursday,13:00,89.40990155079707
DS,Thursday,10:00,93.08146505041252
DS,Monday,12:00,72.5953470354726
DBMS,Wednesday,11:00,85.80976742046852
IoT,Monday,10:00,95.94933149149203
OOP,Friday,13:00,97.29188612029351
IoT,Friday,13:00,95.3203577283615
MFA,Friday,13:00,73.83208580416415
MFA,Friday,13:00,74.26630391888062
MFA,Friday,09:00,77.23531119194615
MFA,Wednesday,12:00,99.91830422726495
MFA,Thursday,10:00,91.2127835683417
MFA,Tuesday,12:00,83.2577749198301
OOP,Wednesday,10:00,88.04066198059991
IoT,Tuesday,11:00,84.0195981494599
OOP,Thursday,12:00,97.99984676129928
MFA,Tuesday,11:00,96.82910842845304
DBMS,Friday,12:00,91.87644235071234
MFA,Wednesday,10:00,99.40920175207657
MFA,Wednesday,13:00,71.98312962828888
IoT,Wednesday,10:00,83.71733815908735
DS,Tuesday,11:00,89.63210478656974
OOP,Wednesday,10:00,95.31635161882132
MFA,Monday,09:00,84.83834902780629
MFA,Thursday,12:00,99.26234155576678
IoT,Monday,09:00,70.0661424710658
OOP,Monday,12:00,93.99052386391949
OOP,Thursday,10:00,83.16796798475235
IoT,Tuesday,13:00,95.34624226225617
MFA,Monday,12:00,70.26428345527253
DBMS,Tuesday,10:00,76.39081773015513
DS,Friday,09:00,93.18238074228402
DBMS,Thursday,11:00,72.59872328201443
IoT,Monday,10:00,82.23890371733725
OOP,Monday,09:00,99.19342031564942
IoT,Friday,09:00,95.92500839088662
DBMS,Tuesday,09:00,86.78930159948032
MFA,Thursday,12:00,92.79256516815362
DS,Monday,11:00,87.4259903787328
DBMS,Wednesday,09:00,77.14499309872807
IoT,Friday,12:00,72.02734431742344
MFA,Friday,13:00,77.6447498195968
OOP,Wednesday,13:00,73.72149865984626
MFA,Monday,10:00,84.5604375396189
DBMS,Friday,09:00,79.43691641695303
IoT,Thursday,11:00,85.85114175979449
DS,Tuesday,13:00,76.39872258590931
DS,Friday,13:00,98.31350627326299
IoT,Monday,10:00,99.32214983999104
DBMS,Wednesday,10:00,89.09578323277
DBMS,Monday,12:00,94.81097175529055
IoT,Friday,13:00,83.54884129260596
DS,Monday,11:00,83.31742449468476
DS,Thursday,10:00,91.59431556977103
DS,Tuesday,10:00,89.66445483275727
MFA,Wednesday,12:00,98.74304815571864
DBMS,Thursday,12:00,78.42328245000067
DBMS,Tuesday,13:00,83.86239982379088
IoT,Thursday,11:00,77.04870617836502
DBMS,Monday,13:00,84.71193336374988
OOP,Thursday,11:00,99.3376686307501
MFA,Thursday,12:00,93.21406373686825
DS,Friday,13:00,78.4717542281279
OOP,Friday,12:00,87.0293816539155
MFA,Friday,10:00,71.1274485575056
DBMS,Friday,13:00,80.66432329415298
OOP,Wednesday,13:00,74.11263306721798
OOP,Friday,09:00,87.64344251449606
OOP,Thursday,12:00,77.9053580871567
MFA,Wednesday,10:00,98.95969064700455
DS,Tuesday,09:00,89.48727521146581
DBMS,Thursday,09:00,70.02528322375296
MFA,Wednesday,13:00,78.58657183601095
IoT,Friday,13:00,73.33757667424862
MFA,Friday,09:00,93.45137187806256
OOP,Monday,10:00,82.46274614075016
IoT,Friday,10:00,70.70908483590576
IoT,Wednesday,09:00,85.24004259184244
DBMS,Monday,12:00,92.51614776123748
DBMS,Friday,12:00,95.71865336524358
MFA,Tuesday,10:00,90.154726722883
IoT,Wednesday,11:00,89.41114647017456
DBMS,Thursday,12:00,90.00701444181391
DBMS,Tuesday,13:00,81.8222991050197
DS,Thursday,09:00,75.53754985016256
DBMS,Wednesday,10:00,73.584259233365
DBMS,Monday,12:00,87.41203396151947
OOP,Friday,12:00,82.36042768175994
DS,Thursday,09:00,86.50722855311767
MFA,Wednesday,10:00,71.10934738110686
MFA,Monday,12:00,92.73912853760078
DS,Wednesday,13:00,98.81541299913681
DS,Friday,09:00,71.04839535271485
DS,Friday,09:00,83.01402795799316
IoT,Monday,12:00,86.56170792340194
OOP,Tuesday,10:00,71.52056004729266
DS,Thursday,13:00,98.40532763048333
DBMS,Tuesday,13:00,75.68375805724095
DBMS,Monday,12:00,86.48613492324661
MFA,Wednesday,11:00,90.86954918729806
MFA,Wednesday,12:00,79.86911790606304
DS,Thursday,09:00,88.91586998114187
OOP,Tuesday,09:00,77.04034063775765
IoT,Thursday,12:00,80.09416259024387
MFA,Tuesday,12:00,83.41009394407858
DBMS,Thursday,11:00,86.667009177999
OOP,Tuesday,11:00,86.10142404787877
MFA,Tuesday,09:00,96.48903349969592
IoT,Wednesday,10:00,72.94367119438039
DS,Friday,12:00,90.61401896370148
OOP,Monday,09:00,91.47573052029816
IoT,Tuesday,11:00,89.62939369587653
IoT,Wednesday,10:00,74.56108295282681
DBMS,Monday,10:00,77.49576120758935
DS,Thursday,09:00,73.96040880167372
DS,Thursday,12:00,77.14156783682674
IoT,Tuesday,12:00,93.44114836978824
DBMS,Thursday,13:00,82.93342382841399
IoT,Monday,11:00,74.20155954969677
DS,Thursday,12:00,89.27929031292194
DS,Tuesday,09:00,86.08353891150537
IoT,Wednesday,09:00,89.16678402895243
MFA,Monday,12:00,80.12185563690406
MFA,Tuesday,09:00,72.35269184820717
DS,Thursday,12:00,80.68495650606684
DBMS,Friday,12:00,96.71807248178862
DBMS,Thursday,11:00,75.90269378419887
IoT,Tuesday,12:00,94.08265439457787
IoT,Thursday,10:00,86.43882463387304
DBMS,Tuesday,09:00,89.96532399213218
DS,Monday,13:00,96.77281083356752
OOP,Tuesday,12:00,88.45952642673078
